연도,리그,지역,게임횟수,홈게임횟수,승리횟수,패배횟수,득점횟수,타석횟수,안타횟수,2루타횟수,3루타횟수,홈런횟수,타자_볼넷횟수,타자_삼진횟수,도루성공횟수,도루실패횟수,총_실점수,자책점수,평균자책점수,완투_횟수,완봉_횟수,세이브_횟수,소화한 아웃 수,피안타_횟수,피홈런_횟수,볼넷허용_횟수,투수_삼진횟수,실책횟수,병살횟수,수비율,승률,포스트시즌_진출여부,도루시도횟수,도루실패율
1974,NL,E,112,56,55,57,463,3740,948,140,20,60,456,568,86,34,459,400,3.6,24,5,18,3000,937,69,380,575,107,109,0.97,0.4906832298136646,0,121,0.2832369942196532
1974,AL,E,113,56,62,51,469,3866,1015,154,21,70,360,482,37,24,436,374,3.31,37,9,16,3055,981,72,369,580,99,110,0.97,0.5493827160493827,0,61,0.3977272727272727
1974,NL,E,113,56,49,63,400,3827,900,128,15,67,417,514,30,16,452,391,3.42,32,10,9,3087,1003,69,352,635,110,105,0.97,0.4382716049382716,0,46,0.3484848484848485
1974,AL,W,113,56,62,50,482,3731,920,143,25,92,397,613,114,65,385,330,2.95,34,8,19,3021,925,62,301,528,98,107,0.97,0.5555555555555556,1,179,0.36186770428015563
1974,NL,E,113,56,56,57,473,3845,1003,163,35,66,328,575,80,39,490,440,3.91,32,2,13,3038,975,77,477,624,103,117,0.97,0.49382716049382713,0,120,0.3352601156069364
1974,NL,E,113,56,61,51,525,3991,1092,166,32,79,359,579,38,21,459,397,3.49,35,6,11,3078,999,65,380,504,113,107,0.97,0.5432098765432098,1,60,0.36046511627906974
1974,NL,W,113,56,42,71,378,3790,867,137,18,69,394,630,59,31,581,514,4.58,17,4,13,3034,1075,86,500,598,118,88,0.97,0.37037037037037035,0,91,0.34615384615384615
1974,NL,W,113,56,50,62,443,3837,965,159,26,65,383,608,74,35,506,422,3.78,18,7,17,3021,986,81,391,529,122,107,0.97,0.4444444444444444,0,110,0.3227848101265823
1974,NL,E,112,56,60,52,473,3933,1044,151,32,58,371,526,120,42,450,399,3.48,25,9,14,3093,979,67,431,555,102,134,0.97,0.5341614906832298,0,163,0.26495726495726496
1974,AL,W,112,56,58,53,482,3814,1037,138,27,69,355,496,79,55,488,425,3.82,43,11,8,3009,996,88,314,609,114,114,0.97,0.525,0,134,0.41450777202072536
1975,NL,W,112,56,46,65,408,3796,926,125,19,74,380,531,38,26,517,434,3.91,22,2,16,3003,1080,70,363,468,122,102,0.97,0.4161490683229814,0,65,0.40860215053763443
1975,AL,E,111,53,62,48,477,3831,967,156,23,86,406,583,72,37,387,357,3.17,49,13,14,3047,899,77,350,501,74,122,0.98,0.5660377358490566,0,110,0.34591194968553457
1975,AL,E,112,56,66,45,557,3813,1050,198,30,93,395,518,46,40,496,444,3.98,43,7,21,3015,1024,101,343,503,94,99,0.97,0.59375,1,86,0.46774193548387094
1975,AL,W,112,56,50,62,439,3763,926,136,28,38,415,567,154,75,506,439,3.89,41,13,11,3051,970,86,429,682,128,114,0.97,0.4472049689440994,0,229,0.32926829268292684
1975,AL,W,112,56,52,60,458,3842,979,146,26,65,427,560,70,37,492,443,3.93,23,4,27,3049,1042,74,458,559,98,108,0.97,0.4658385093167702,0,108,0.34838709677419355
1975,NL,E,113,56,52,60,498,3828,993,160,28,66,454,561,46,37,578,503,4.49,18,5,23,3032,1110,91,385,595,124,106,0.97,0.46296296296296297,0,84,0.45081967213114754
1975,NL,W,113,56,75,37,588,3906,1060,194,25,86,483,641,117,25,410,382,3.37,15,5,35,3063,995,78,340,464,71,121,0.98,0.6666666666666666,1,142,0.17647058823529413
1975,AL,E,111,56,55,56,481,3782,986,140,17,107,367,466,74,61,492,428,3.84,25,4,23,3013,976,95,419,560,93,109,0.97,0.4968553459119497,0,135,0.4564102564102564
1975,AL,E,111,56,39,71,399,3756,936,119,27,87,268,610,44,39,550,463,4.27,36,7,11,2931,1047,95,373,550,121,98,0.97,0.3584905660377358,0,84,0.475
1975,NL,W,113,56,44,67,464,3860,980,152,37,58,366,533,93,43,497,457,4.04,27,4,17,3061,1005,74,475,587,95,116,0.97,0.39751552795031053,0,136,0.31794871794871793
1975,AL,W,113,56,63,49,496,3843,1001,184,40,82,413,472,108,52,454,392,3.47,36,7,17,3057,995,75,348,570,108,105,0.97,0.5617283950617284,0,161,0.32608695652173914
1975,NL,W,113,56,61,51,453,3817,948,151,21,82,427,577,96,36,373,333,2.92,35,12,14,3084,850,72,313,625,88,74,0.97,0.5432098765432098,0,133,0.2736842105263158
1975,AL,W,111,57,53,58,506,3859,1047,150,19,84,394,522,56,33,515,448,4.05,39,4,15,2988,966,95,431,592,118,102,0.97,0.4779874213836478,0,90,0.37209302325581395
1975,AL,E,113,56,47,65,472,3764,940,169,23,102,387,645,45,44,554,482,4.34,25,7,23,3005,1047,93,436,450,125,113,0.97,0.41975308641975306,0,90,0.49612403100775193
1975,NL,E,113,56,52,60,420,3862,942,151,21,68,405,667,75,40,482,428,3.72,21,8,17,3108,1013,71,465,581,125,125,0.97,0.46296296296296297,0,116,0.3493975903614458
1975,AL,E,112,54,58,53,476,3790,1000,161,27,77,340,496,71,41,411,364,3.29,49,7,14,2990,927,72,351,566,94,103,0.97,0.51875,0,112,0.36645962732919257
1975,NL,E,113,56,57,56,452,3910,1000,151,23,70,350,563,22,18,437,386,3.39,28,9,21,3078,940,69,406,692,105,100,0.97,0.5061728395061729,0,40,0.4482758620689655
1975,AL,W,113,56,68,44,530,3790,963,154,23,105,426,592,128,57,424,368,3.27,25,7,30,3040,886,71,366,548,100,98,0.97,0.6049382716049383,1,185,0.30943396226415093
1975,NL,E,113,56,60,53,514,3914,1054,198,29,87,427,672,88,39,485,432,3.82,23,7,21,3055,947,77,382,627,106,109,0.97,0.5308641975308642,0,128,0.3114754098360656
1975,NL,E,112,56,64,48,498,3842,1010,178,32,96,327,582,34,19,395,336,3.01,30,9,21,3017,911,55,385,537,105,102,0.97,0.5714285714285714,1,53,0.36363636363636365
1975,NL,W,113,56,49,63,386,3800,926,150,15,54,354,527,59,35,478,396,3.48,28,8,14,3072,1045,69,364,499,131,114,0.97,0.4382716049382716,0,94,0.37037037037037035
1975,NL,W,112,56,56,56,461,3812,988,164,31,58,422,542,69,32,469,416,3.74,25,6,16,3007,984,64,428,599,101,114,0.97,0.4968944099378882,0,102,0.3219178082191781
1975,NL,E,114,57,57,56,463,3917,1068,167,32,56,310,454,81,34,482,403,3.57,23,9,25,3053,1016,68,399,576,119,98,0.97,0.5061728395061729,0,115,0.296969696969697
1975,AL,W,113,56,55,58,499,3919,1001,145,11,93,429,604,71,43,513,439,3.86,42,11,11,3076,1019,86,362,554,133,121,0.97,0.4876543209876543,0,114,0.3780487804878049
1976,NL,W,113,56,49,64,434,3741,916,118,21,57,412,567,51,42,489,431,3.86,23,9,18,3019,1004,60,394,572,116,105,0.97,0.43209876543209874,0,94,0.45185185185185184
1976,AL,E,113,56,61,51,433,3819,928,149,19,83,363,618,105,42,418,379,3.32,41,11,16,3082,977,56,342,474,82,109,0.98,0.5432098765432098,0,147,0.2890995260663507
1976,AL,E,113,56,58,55,501,3857,1013,179,37,93,350,582,66,49,461,399,3.52,34,9,18,3061,1046,76,286,471,97,103,0.97,0.5123456790123457,0,115,0.42424242424242425
1976,AL,W,113,56,53,60,385,3769,885,147,16,44,373,568,88,56,441,385,3.36,44,10,11,3101,926,66,387,694,105,97,0.97,0.4691358024691358,0,144,0.3883495145631068
1976,AL,W,112,56,44,67,410,3872,986,146,32,51,329,517,84,37,521,478,4.25,37,7,15,3040,1021,60,420,561,91,108,0.97,0.39751552795031053,0,121,0.3063583815028902
1976,NL,E,113,56,52,60,427,3863,970,151,16,73,343,583,51,51,509,449,3.93,18,8,23,3089,1057,86,343,595,98,101,0.97,0.46296296296296297,0,103,0.5
1976,NL,W,113,56,71,42,599,3991,1119,189,44,98,476,631,147,39,443,401,3.51,23,8,31,3089,1005,70,343,553,71,109,0.98,0.6296296296296297,1,186,0.21348314606741572
1976,AL,E,111,55,56,54,430,3788,996,132,26,59,335,441,52,48,430,386,3.47,21,11,32,3007,952,56,373,649,84,111,0.98,0.5094339622641509,0,100,0.4791666666666667
1976,AL,E,112,56,51,60,426,3808,980,144,26,70,315,510,74,41,496,430,3.87,38,8,14,3005,998,70,385,516,117,112,0.97,0.45962732919254656,0,116,0.35542168674698793
1976,NL,W,113,57,56,57,437,3824,980,136,35,46,371,503,105,39,459,399,3.56,29,11,20,3032,944,57,463,546,98,108,0.97,0.49382716049382713,0,144,0.2753623188405797
1976,AL,W,113,56,62,50,499,3877,1043,181,39,45,338,454,152,74,427,367,3.21,28,8,24,3091,949,58,345,514,97,102,0.97,0.5555555555555556,1,226,0.3271604938271605
1976,NL,W,113,56,64,49,425,3830,959,140,23,63,340,520,100,38,380,345,3.02,32,11,19,3087,930,67,335,522,89,107,0.98,0.5679012345679012,0,139,0.27638190954773867
1976,AL,W,113,56,59,53,520,3901,1068,155,35,56,385,499,102,52,492,418,3.69,20,7,16,3063,994,62,427,533,120,127,0.97,0.5246913580246914,0,154,0.3393665158371041
1976,AL,E,112,56,46,66,399,3777,928,118,26,61,357,636,43,42,458,406,3.64,31,7,18,3013,984,69,396,473,106,112,0.97,0.40993788819875776,0,85,0.4959349593495935
1976,NL,E,113,56,38,74,371,3799,892,156,22,65,303,588,60,30,513,446,3.99,18,7,14,3024,1009,62,461,548,102,125,0.97,0.3395061728395062,0,91,0.3384615384615385
1976,AL,E,111,56,67,43,510,3888,1047,161,25,84,329,431,114,45,402,361,3.19,43,10,25,3055,909,67,313,471,88,98,0.98,0.610062893081761,1,159,0.2850877192982456
1976,NL,E,113,57,60,53,430,3790,933,138,23,71,392,557,46,40,376,331,2.94,37,12,17,3042,873,67,293,717,91,81,0.97,0.5308641975308642,0,86,0.46774193548387094
1976,AL,W,112,56,60,51,480,3747,923,145,23,79,414,572,238,86,418,369,3.26,27,10,20,3063,988,67,290,497,100,91,0.97,0.5403726708074534,0,324,0.2650862068965517
1976,NL,E,113,56,70,42,539,3869,1053,181,31,77,379,555,88,49,389,349,3.08,23,6,30,3063,963,68,277,642,80,103,0.98,0.6234567901234568,1,137,0.3553299492385787
1976,NL,E,113,56,64,49,495,3922,1049,174,39,77,303,564,91,31,441,382,3.36,31,8,24,3078,981,66,322,533,114,99,0.97,0.5679012345679012,0,122,0.2571428571428571
1976,NL,W,113,56,51,62,399,3758,928,151,25,44,341,501,64,31,463,406,3.65,32,7,12,3007,957,60,380,456,98,103,0.97,0.4506172839506173,0,95,0.3333333333333333
1976,NL,W,113,56,51,61,416,3816,937,147,25,59,362,544,61,38,480,401,3.53,18,12,21,3068,1024,47,362,522,128,107,0.97,0.4567901234567901,0,100,0.38461538461538464
1976,NL,E,113,56,50,62,440,3861,1002,170,39,44,358,602,86,38,469,406,3.6,24,10,18,3051,991,63,406,511,121,114,0.97,0.4444444444444444,0,124,0.3089887640449438
1976,AL,W,113,56,53,60,431,3888,972,149,18,56,397,566,60,30,456,394,3.45,44,10,10,3091,1024,74,322,541,109,99,0.97,0.4691358024691358,0,91,0.3409090909090909
1977,NL,W,113,56,42,70,474,3873,982,152,14,97,375,613,57,37,626,545,4.85,19,3,21,3034,1106,118,490,640,122,88,0.97,0.3765432098765432,0,94,0.3925925925925926
1977,AL,E,112,56,67,44,503,3845,1003,161,17,103,392,661,62,35,457,422,3.74,45,7,16,3047,989,86,345,515,74,132,0.98,0.6024844720496895,0,98,0.3617021276595745
1977,AL,E,112,56,67,44,601,3856,1085,180,39,149,369,633,46,32,498,456,4.11,28,9,28,2998,1088,110,264,530,92,113,0.97,0.6024844720496895,0,79,0.415929203539823
1977,AL,W,113,56,51,61,472,3786,965,163,28,91,379,616,111,62,486,415,3.72,37,9,18,3017,968,95,400,675,102,95,0.97,0.4567901234567901,0,173,0.3588709677419355
1977,AL,W,113,56,62,50,590,3943,1097,177,36,134,391,466,29,30,539,477,4.25,23,2,28,3032,1089,95,361,589,111,87,0.97,0.5555555555555556,0,60,0.5116279069767442
1977,NL,E,113,56,56,56,484,3922,1042,189,25,77,373,557,44,31,517,457,4.01,11,7,30,3082,1050,89,342,659,107,102,0.97,0.5,0,76,0.41284403669724773
1977,NL,W,113,56,61,51,561,3866,1059,188,29,126,420,637,118,44,507,470,4.21,23,8,22,3017,1028,109,380,607,66,107,0.98,0.5432098765432098,0,163,0.27350427350427353
1977,AL,E,112,56,49,62,473,3843,1033,154,32,70,371,481,60,60,517,462,4.1,31,5,21,3049,1008,95,385,613,91,101,0.97,0.4409937888198758,0,121,0.5
1977,AL,E,113,56,51,61,499,3922,1036,159,31,116,316,534,42,32,525,468,4.13,30,2,16,3059,1068,113,329,548,98,107,0.97,0.4567901234567901,0,74,0.4339622641509434
1977,NL,W,113,56,56,56,475,3870,983,184,42,79,360,587,130,50,454,403,3.54,25,7,19,3076,968,77,381,609,99,95,0.97,0.5,0,181,0.277992277992278
1977,AL,W,113,56,71,42,575,3915,1084,209,53,102,365,480,118,60,455,399,3.52,28,10,29,3066,963,77,349,595,95,101,0.97,0.6296296296296297,1,179,0.33852140077821014
1977,NL,W,113,56,68,44,538,3912,1038,156,19,133,411,627,79,43,407,369,3.22,23,9,27,3097,975,83,306,651,86,112,0.98,0.6049382716049383,1,123,0.3522727272727273
1977,AL,W,112,56,58,53,606,3947,1111,191,42,86,394,527,73,45,543,489,4.36,24,2,17,3028,1082,105,354,515,100,128,0.97,0.5217391304347826,0,118,0.38235294117647056
1977,AL,E,113,56,46,66,447,3861,997,178,32,87,310,603,59,46,535,480,4.32,26,4,17,3005,1022,95,396,503,97,115,0.97,0.41358024691358025,0,106,0.4407894736842105
1977,NL,E,113,56,52,60,465,3972,1031,205,35,96,334,613,61,35,515,461,4.01,21,7,23,3110,998,94,405,599,90,89,0.98,0.46296296296296297,0,96,0.36231884057971014
1977,AL,E,113,56,70,43,581,3923,1103,186,32,128,373,476,65,39,455,406,3.61,36,11,23,3042,976,97,340,530,92,105,0.97,0.6172839506172839,1,105,0.38
1977,NL,E,113,55,44,68,410,3786,923,158,21,61,370,620,68,56,464,420,3.77,18,8,19,3009,964,82,343,637,93,92,0.97,0.3950617283950617,0,125,0.45251396648044695
1977,AL,W,112,56,44,68,423,3750,898,123,25,81,361,637,123,61,524,451,4.04,22,2,18,3015,1021,101,392,551,133,95,0.97,0.391304347826087,0,184,0.33584905660377357
1977,NL,E,113,56,70,42,592,3882,1083,186,39,130,401,564,94,47,467,420,3.71,21,4,32,3055,1015,93,337,599,84,117,0.98,0.6234567901234568,1,142,0.33497536945812806
1977,NL,E,113,56,67,46,513,3963,1085,194,39,93,331,614,182,84,465,415,3.61,17,10,27,3110,984,104,339,623,101,95,0.97,0.5925925925925926,0,266,0.3157894736842105
1977,NL,W,113,56,48,65,484,3921,977,171,34,84,421,739,93,39,583,505,4.43,4,3,30,3078,1089,112,471,578,132,99,0.97,0.42592592592592593,0,133,0.3
1977,AL,W,113,56,44,68,436,3821,978,152,23,93,298,538,77,46,598,538,4.83,12,0,21,3009,1055,135,404,549,102,113,0.97,0.3950617283950617,0,123,0.3785310734463277
1977,NL,W,113,56,52,60,471,3847,974,158,28,93,397,589,62,41,497,425,3.75,18,7,23,3063,1050,79,370,597,124,95,0.97,0.46296296296296297,0,104,0.3959731543624161
1977,NL,E,113,58,58,55,515,3868,1043,176,39,67,342,576,93,78,481,428,3.81,18,7,21,3036,993,97,372,537,97,121,0.97,0.5123456790123457,0,172,0.45528455284552843
1977,AL,W,113,56,65,47,536,3878,1047,185,27,94,417,632,107,59,459,407,3.56,34,11,21,3091,988,93,329,604,81,109,0.98,0.5802469135802469,0,167,0.35564853556485354
1977,AL,E,112,56,37,74,423,3792,956,161,28,70,349,573,45,37,575,507,4.57,28,2,14,2998,1076,106,436,539,114,93,0.97,0.33540372670807456,0,83,0.4583333333333333
1978,NL,W,113,56,48,65,420,3766,919,133,27,86,385,611,62,45,525,457,4.08,20,8,22,3024,982,92,436,593,107,88,0.97,0.42592592592592593,0,108,0.41935483870967744
1978,AL,E,112,56,62,49,461,3795,977,173,13,107,386,604,52,42,443,395,3.56,45,11,23,3000,937,74,356,527,77,116,0.98,0.5590062111801242,0,95,0.4485294117647059
1978,AL,E,114,57,69,44,557,3910,1045,189,32,120,407,584,51,35,459,405,3.54,39,10,18,3091,1071,95,324,494,102,119,0.97,0.6073619631901841,0,86,0.408
1978,AL,W,113,56,60,52,483,3830,991,158,19,75,377,477,60,48,466,413,3.65,30,9,23,3055,967,87,419,624,95,95,0.97,0.5370370370370371,0,108,0.44516129032258067
1978,AL,W,112,56,49,62,443,3775,996,154,28,74,286,437,58,47,511,461,4.21,26,6,23,2958,965,89,410,496,96,91,0.97,0.4409937888198758,0,105,0.4503311258278146
1978,NL,E,113,57,55,58,464,3872,1022,156,33,50,393,522,77,40,506,458,4.05,16,4,26,3055,1032,87,377,537,100,107,0.97,0.4876543209876543,0,117,0.34523809523809523
1978,NL,W,112,56,64,48,496,3774,964,189,22,95,445,629,95,40,481,429,3.81,11,7,32,3040,1005,85,396,635,93,84,0.97,0.5714285714285714,0,136,0.29743589743589743
1978,AL,E,111,54,48,62,447,3755,979,156,31,74,341,488,44,44,485,434,3.97,25,4,19,2954,977,70,397,517,84,99,0.98,0.4339622641509434,0,88,0.49606299212598426
1978,AL,E,113,56,60,53,499,3920,1064,152,23,90,394,486,62,26,457,411,3.64,42,8,14,3055,1008,94,352,478,81,123,0.98,0.5308641975308642,0,89,0.296875
1978,NL,W,113,56,51,61,423,3820,985,161,31,49,303,520,124,41,443,406,3.63,33,11,16,3024,929,60,404,651,92,76,0.97,0.4567901234567901,0,165,0.2489451476793249
1978,AL,W,113,56,64,49,520,3831,1028,213,41,68,348,450,151,58,443,385,3.44,37,9,23,3021,944,75,334,459,105,107,0.97,0.5679012345679012,1,210,0.28
1978,NL,W,113,56,66,46,508,3805,1004,175,18,104,427,572,95,36,401,349,3.12,32,11,26,3024,953,74,308,560,98,96,0.97,0.5864197530864198,1,132,0.2751322751322751
1978,AL,W,113,56,51,62,466,3865,1030,181,32,57,422,478,69,39,474,418,3.69,33,6,18,3063,1027,71,364,492,102,119,0.97,0.4506172839506173,0,108,0.36129032258064514
1978,AL,E,113,56,65,48,562,3875,1071,185,26,121,364,563,66,37,454,407,3.65,43,13,16,3015,1009,76,278,403,105,100,0.97,0.5740740740740741,0,103,0.3581081081081081
1978,NL,E,113,56,53,60,443,3870,982,188,21,84,277,616,56,28,427,384,3.42,29,9,22,3036,932,81,400,518,93,105,0.97,0.4691358024691358,0,84,0.3442622950819672
1978,AL,E,114,56,70,44,514,3908,1042,159,26,87,353,486,68,29,407,361,3.18,27,11,25,3066,924,77,334,571,79,93,0.98,0.6134969325153374,1,98,0.3
1978,NL,E,113,56,46,67,424,3803,932,158,32,60,384,580,70,53,482,438,3.87,14,4,18,3055,1012,79,371,542,92,112,0.97,0.4074074074074074,0,123,0.4350282485875706
1978,AL,W,113,56,48,65,372,3724,912,140,21,70,303,560,100,81,482,403,3.62,18,7,20,3009,980,74,407,525,125,101,0.97,0.42592592592592593,0,182,0.4482758620689655
1978,NL,E,113,57,62,50,495,3813,982,173,22,93,386,606,106,40,410,371,3.33,26,6,20,3015,940,82,275,569,72,109,0.98,0.5555555555555556,1,147,0.2761904761904762
1978,NL,E,112,56,61,51,478,3784,972,167,37,80,336,611,149,62,445,382,3.41,21,9,30,3032,956,72,349,616,116,93,0.97,0.546583850931677,0,212,0.297029702970297
1978,NL,W,113,56,58,54,413,3751,944,145,29,52,375,593,106,49,418,365,3.28,14,7,38,3009,969,51,338,520,112,119,0.97,0.5185185185185185,0,155,0.3153153153153153
1978,AL,W,112,56,39,72,429,3750,928,160,25,67,365,491,86,32,583,515,4.67,19,2,14,2979,1078,108,396,441,98,121,0.97,0.35,0,118,0.27647058823529413
1978,NL,W,113,56,62,51,429,3754,931,168,28,81,387,569,60,37,415,373,3.3,29,11,20,3055,963,58,317,588,102,82,0.97,0.5493827160493827,0,98,0.3829787234042553
1978,NL,E,113,56,48,65,420,3790,945,184,30,55,294,499,67,29,459,400,3.58,22,9,15,3017,909,65,420,601,95,108,0.97,0.42592592592592593,0,97,0.302158273381295
1978,AL,W,113,57,60,52,484,3742,947,151,25,92,436,545,137,63,442,380,3.36,37,8,17,3057,1001,75,294,543,107,98,0.97,0.5370370370370371,0,200,0.3170731707317073
1978,AL,E,112,56,41,71,413,3800,950,151,27,68,313,451,19,36,542,504,4.54,24,3,16,3000,1070,104,429,530,91,114,0.97,0.36645962732919257,0,56,0.65
1979,NL,W,112,55,46,65,468,3795,972,154,19,88,343,572,68,35,534,457,4.18,22,2,23,2954,1047,92,345,545,128,97,0.97,0.4125,0,103,0.33783783783783783
1979,AL,E,111,55,71,39,529,3759,980,180,16,126,425,592,69,34,407,363,3.26,36,8,21,3011,895,93,326,550,87,112,0.98,0.6415094339622641,1,103,0.3310810810810811
1979,AL,E,112,56,63,48,588,3876,1096,217,23,135,358,495,42,30,497,448,4.03,32,7,20,3005,1040,93,324,511,99,116,0.97,0.56875,0,72,0.4174757281553398
1979,AL,W,113,56,61,51,606,3884,1094,169,30,114,412,590,70,37,537,484,4.34,32,6,23,3015,1024,91,401,574,94,120,0.97,0.5432098765432098,1,107,0.3464052287581699
1979,AL,W,112,55,51,60,510,3824,1053,203,23,88,317,467,67,43,523,449,4.1,19,6,25,2958,955,79,432,472,121,99,0.97,0.45625,0,111,0.389937106918239
1979,NL,E,113,56,56,57,494,3884,1045,175,30,94,334,533,51,35,494,436,3.88,14,7,30,3036,1050,88,364,653,111,114,0.97,0.49382716049382713,0,86,0.416
1979,NL,W,112,56,62,49,511,3833,1011,186,21,92,429,631,69,32,450,401,3.58,18,7,28,3024,990,72,339,541,86,106,0.98,0.5590062111801242,1,102,0.3219178082191781
1979,AL,E,112,56,56,56,532,3763,971,144,20,96,459,550,100,62,563,508,4.57,19,4,22,3005,1051,96,399,546,88,104,0.97,0.5031055900621118,0,163,0.38626609442060084
1979,AL,E,112,56,59,53,539,3762,1012,154,24,114,402,569,123,60,516,472,4.27,17,3,25,2988,1000,116,382,561,84,128,0.98,0.5279503105590062,0,183,0.3282442748091603
1979,NL,W,113,56,62,51,408,3775,967,156,36,34,322,521,133,65,407,359,3.2,38,13,21,3038,894,62,352,597,95,102,0.97,0.5493827160493827,0,198,0.3333333333333333
1979,AL,W,113,56,59,53,595,3957,1117,200,55,81,369,472,144,53,571,501,4.45,29,4,18,3040,1033,115,375,448,102,112,0.97,0.5246913580246914,0,198,0.26855123674911663
1979,NL,W,113,56,55,58,517,3842,1010,154,16,128,389,583,74,32,501,430,3.83,21,4,23,3032,997,70,388,567,82,86,0.98,0.4876543209876543,0,106,0.3026315789473684
1979,AL,W,113,56,57,56,534,3880,1080,179,32,78,368,485,46,31,507,464,4.13,21,4,23,3032,1113,89,316,504,93,142,0.97,0.5061728395061729,0,77,0.40540540540540543
1979,AL,E,112,56,66,46,564,3875,1086,203,28,129,384,521,70,37,505,450,4.03,42,8,16,3021,1094,113,266,406,88,107,0.98,0.5900621118012422,0,107,0.3464052287581699
1979,NL,E,112,56,66,45,490,3825,1011,191,29,100,302,623,84,39,406,353,3.14,23,12,27,3038,965,81,315,569,91,86,0.97,0.59375,0,123,0.3163841807909605
1979,AL,E,112,56,62,49,513,3794,1010,158,28,105,356,413,45,32,470,426,3.83,30,7,25,3007,1012,86,318,511,85,128,0.98,0.55625,0,77,0.4144144144144144
1979,NL,E,114,57,44,69,415,3913,979,178,28,51,348,571,94,55,494,442,3.84,11,7,25,3112,1040,84,424,573,98,117,0.97,0.3888888888888889,0,149,0.3691588785046729
1979,AL,W,113,56,37,75,401,3743,893,131,22,75,337,525,72,48,602,527,4.75,28,2,14,3000,1124,102,457,508,121,95,0.97,0.3333333333333333,0,121,0.3988439306358382
1979,NL,E,114,56,58,54,478,3824,1017,175,37,83,421,534,89,53,502,466,4.16,23,9,20,3026,1018,94,333,550,74,103,0.98,0.5185185185185185,0,142,0.37254901960784315
1979,NL,E,114,56,68,44,542,3962,1078,184,36,103,338,598,125,46,450,396,3.41,16,4,36,3135,996,87,352,632,93,114,0.97,0.6049382716049383,1,172,0.2682926829268293
1979,NL,W,112,56,47,65,422,3812,921,135,37,65,373,539,70,40,476,417,3.69,20,4,17,3051,1006,75,359,545,98,107,0.97,0.422360248447205,0,110,0.3670886075949367
1979,AL,W,113,56,46,66,497,3880,1043,175,36,92,360,507,88,36,574,512,4.58,25,4,18,3019,1096,115,399,515,98,118,0.97,0.41358024691358025,0,124,0.29213483146067415
1979,NL,W,113,56,49,63,470,3776,929,134,25,87,406,647,98,51,525,464,4.16,17,4,23,3015,1038,100,403,616,112,96,0.97,0.4382716049382716,0,149,0.3427230046948357
1979,NL,E,114,57,60,53,511,4013,1115,195,44,70,322,586,81,48,485,429,3.72,26,7,17,3120,1014,88,350,551,92,116,0.98,0.5308641975308642,0,129,0.372972972972973
1979,AL,W,113,56,58,55,525,3893,1084,176,18,98,322,424,55,35,488,431,3.86,18,7,29,3017,959,94,372,541,91,105,0.97,0.5123456790123457,0,91,0.3923076923076923
1979,AL,E,113,56,37,76,429,3796,953,177,23,66,313,464,52,39,603,531,4.82,30,4,7,2975,1075,115,415,429,110,130,0.97,0.3271604938271605,0,91,0.42748091603053434
1980,NL,W,112,56,56,56,441,3781,946,158,15,100,303,629,51,35,461,418,3.77,20,6,25,2998,977,91,317,487,113,109,0.97,0.5031055900621118,0,86,0.416
1980,AL,E,113,56,70,43,563,3909,1066,180,20,109,410,536,77,26,448,413,3.64,29,7,28,3066,1006,93,354,552,66,124,0.98,0.6172839506172839,0,104,0.2550335570469799
1980,AL,E,112,56,58,53,529,3922,1111,207,25,113,332,503,55,33,536,490,4.38,21,5,30,3026,1089,90,336,487,104,144,0.97,0.51875,0,88,0.3779527559055118
1980,AL,W,112,56,45,66,488,3810,1009,165,22,74,377,622,63,44,557,501,4.52,15,4,21,2998,1083,98,370,507,93,100,0.97,0.40625,0,107,0.4090909090909091
1980,AL,W,113,56,49,62,410,3810,985,178,26,63,279,468,47,37,505,437,3.92,22,8,29,3013,1003,75,394,506,119,113,0.97,0.4375,0,85,0.4426229508196721
1980,NL,E,113,56,44,68,429,3933,987,175,24,74,329,638,65,44,509,447,3.89,9,4,24,3105,1067,76,412,646,121,104,0.97,0.3950617283950617,0,109,0.40764331210191085
1980,NL,W,114,57,62,51,494,3861,1011,179,31,79,375,596,109,29,468,436,3.85,21,8,25,3063,982,79,354,583,74,100,0.98,0.5493827160493827,0,138,0.21608040201005024
1980,AL,E,112,55,55,56,516,3828,1061,154,28,62,431,437,82,40,564,520,4.68,24,5,22,2998,1063,95,386,590,73,100,0.98,0.49375,0,123,0.32954545454545453
1980,AL,E,114,57,58,54,581,3953,1080,162,37,100,451,590,52,47,529,485,4.25,28,6,21,3080,1053,106,390,518,90,115,0.97,0.5185185185185185,0,100,0.4755244755244755
1980,NL,W,114,56,65,49,445,3896,1018,161,46,52,378,528,135,51,412,357,3.1,21,12,28,3112,956,48,326,650,98,101,0.97,0.5705521472392638,1,187,0.27611940298507465
1980,AL,W,113,56,67,45,566,3999,1143,186,41,80,355,496,129,30,485,434,3.83,25,7,29,3063,1047,90,325,429,98,105,0.97,0.5987654320987654,1,159,0.18859649122807018
1980,NL,W,114,57,64,49,464,3897,1023,146,16,103,344,592,86,50,413,372,3.25,16,13,29,3091,950,73,336,584,86,104,0.98,0.5644171779141104,0,136,0.36923076923076925
1980,AL,W,112,56,53,58,468,3870,1027,176,32,69,305,492,43,32,506,443,3.93,24,6,21,3047,1051,84,327,520,102,134,0.97,0.4782608695652174,0,75,0.42592592592592593
